PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON
Shaquille Harrison,1610612741,1627885,2019
Luke Kornet,1610612741,1628436,2019
Max Strus,1610612741,1629622,2019
Harrison Barnes,1610612758,203084,2019
Nemanja Bjelica,1610612758,202357,2019
Richaun Holmes,1610612758,1626158,2019
Buddy Hield,1610612758,1627741,2019
Cory Joseph,1610612758,202709,2019
Bogdan Bogdanovic,1610612758,203992,2019
Justin James,1610612758,1629713,2019
Trevor Ariza,1610612758,2772,2019
Dewayne Dedmon,1610612758,203473,2019
Yogi Ferrell,1610612758,1627812,2019
Harry Giles III,1610612758,1628385,2019
Kyle Guy,1610612758,1629657,2019
Caleb Swanigan,1610612758,1628403,2019
Kelly Oubre Jr.,1610612756,1626162,2019
Dario Saric,1610612756,203967,2019
Frank Kaminsky,1610612756,1626163,2019
Devin Booker,1610612756,1626164,2019
Ricky Rubio,1610612756,201937,2019
Mikal Bridges,1610612756,1628969,2019
Ty Jerome,1610612756,1629660,2019
Cameron Johnson,1610612756,1629661,2019
Jevon Carter,1610612756,1628975,2019
Aron Baynes,1610612756,203382,2019
Tyler Johnson,1610612756,204020,2019
Elie Okobo,1610612756,1629059,2019
Miles Bridges,1610612766,1628970,2019
P.J. Washington,1610612766,1629023,2019
Bismack Biyombo,1610612766,202687,2019
Devonte' Graham,1610612766,1628984,2019
Terry Rozier,1610612766,1626179,2019
Nicolas Batum,1610612766,201587,2019
Cody Zeller,1610612766,203469,2019
Marvin Williams,1610612766,101107,2019
Malik Monk,1610612766,1628370,2019
Dwayne Bacon,1610612766,1628407,2019
Willy Hernangomez,1610612766,1626195,2019
Michael Kidd-Gilchrist,1610612766,203077,2019
T.J. Warren,1610612754,203933,2019
Domantas Sabonis,1610612754,1627734,2019
Myles Turner,1610612754,1626167,2019
Jeremy Lamb,1610612754,203087,2019
Malcolm Brogdon,1610612754,1627763,2019
Justin Holiday,1610612754,203200,2019
Aaron Holiday,1610612754,1628988,2019
T.J. McConnell,1610612754,204456,2019
Doug McDermott,1610612754,203926,2019
Goga Bitadze,1610612754,1629048,2019
Alize Johnson,1610612754,1628993,2019
TJ Leaf,1610612754,1628388,2019
Solomon Hill,1610612763,203524,2019
Jae Crowder,1610612763,203109,2019
Jaren Jackson Jr.,1610612763,1628991,2019
Dillon Brooks,1610612763,1628415,2019
Tyus Jones,1610612763,1626145,2019
De'Anthony Melton,1610612763,1629001,2019
Grayson Allen,1610612763,1628960,2019
Bruno Caboclo,1610612763,203998,2019
Marko Guduric,1610612763,1629741,2019
Kyle Anderson,1610612763,203937,2019
Brandon Clarke,1610612763,1629634,2019
Jonas Valanciunas,1610612763,202685,2019
Yuta Watanabe,1610612763,1629139,2019
Eric Paschall,1610612744,1629672,2019
Kevon Looney,1610612744,1626172,2019
Willie Cauley-Stein,1610612744,1626161,2019
Glenn Robinson III,1610612744,203922,2019
Alec Burks,1610612744,202692,2019
Ky Bowman,1610612744,1629065,2019
Marquese Chriss,1610612744,1627737,2019
Jordan Poole,1610612744,1629673,2019
Omari Spellman,1610612744,1629016,2019
Jacob Evans,1610612744,1628980,2019
Draymond Green,1610612744,203110,2019
De'Andre Hunter,1610612737,1629631,2019
Jabari Parker,1610612737,203953,2019
Damian Jones,1610612737,1627745,2019
DeAndre' Bembry,1610612737,1627761,2019
Trae Young,1610612737,1629027,2019
Vince Carter,1610612737,1713,2019
Alex Len,1610612737,203458,2019
Cam Reddish,1610612737,1629629,2019
Evan Turner,1610612737,202323,2019
Tyrone Wallace,1610612737,1627820,2019
Bruno Fernando,1610612737,1628981,2019
Brandon Goodwin,1610612737,1629164,2019
Chandler Parsons,1610612737,202718,2019
Jimmy Butler,1610612748,202710,2019
Bam Adebayo,1610612748,1628389,2019
Meyers Leonard,1610612748,203086,2019
Duncan Robinson,1610612748,1629130,2019
Kendrick Nunn,1610612748,1629134,2019
Goran Dragic,1610612748,201609,2019
Justise Winslow,1610612748,1626159,2019
Chris Silva,1610612748,1629735,2019
Tyler Herro,1610612748,1629639,2019
Kelly Olynyk,1610612748,203482,2019
Derrick Jones Jr.,1610612748,1627884,2019
Udonis Haslem,1610612748,2617,2019
James Johnson,1610612748,201949,2019
Joe Harris,1610612751,203925,2019
Taurean Prince,1610612751,1627752,2019
Jarrett Allen,1610612751,1628386,2019
Garrett Temple,1610612751,202066,2019
Spencer Dinwiddie,1610612751,203915,2019
Dzanan Musa,1610612751,1629058,2019
DeAndre Jordan,1610612751,201599,2019
Iman Shumpert,1610612751,202697,2019
David Nwaba,1610612751,1628021,2019
Theo Pinson,1610612751,1629033,2019
Nicolas Claxton,1610612751,1629651,2019
Treveon Graham,1610612750,1626203,2019
Robert Covington,1610612750,203496,2019
Karl-Anthony Towns,1610612750,1626157,2019
Jarrett Culver,1610612750,1629633,2019
Andrew Wiggins,1610612750,203952,2019
Jeff Teague,1610612750,201952,2019
Josh Okogie,1610612750,1629006,2019
Shabazz Napier,1610612750,203894,2019
Keita Bates-Diop,1610612750,1628966,2019
Gorgui Dieng,1610612750,203476,2019
Jordan Bell,1610612750,1628395,2019
Naz Reid,1610612750,1629675,2019
Noah Vonleh,1610612750,203943,2019
Dorian Finney-Smith,1610612742,1627827,2019
Kristaps Porzingis,1610612742,204001,2019
Dwight Powell,1610612742,203939,2019
Tim Hardaway Jr.,1610612742,203501,2019
Luka Doncic,1610612742,1629029,2019
Delon Wright,1610612742,1626153,2019
Seth Curry,1610612742,203552,2019
Maxi Kleber,1610612742,1628467,2019
Jalen Brunson,1610612742,1628973,2019
Justin Jackson,1610612742,1628382,2019
Boban Marjanovic,1610612742,1626246,2019
J.J. Barea,1610612742,200826,2019
Courtney Lee,1610612742,201584,2019
LeBron James,1610612747,2544,2019
Anthony Davis,1610612747,203076,2019
JaVale McGee,1610612747,201580,2019
Danny Green,1610612747,201980,2019
Kentavious Caldwell-Pope,1610612747,203484,2019
Kyle Kuzma,1610612747,1628398,2019
Alex Caruso,1610612747,1627936,2019
Rajon Rondo,1610612747,200765,2019
Troy Daniels,1610612747,203584,2019
Dwight Howard,1610612747,2730,2019
Jared Dudley,1610612747,201162,2019
Quinn Cook,1610612747,1626188,2019
DeMar DeRozan,1610612759,201942,2019
Rudy Gay,1610612759,200752,2019
Jakob Poeltl,1610612759,1627751,2019
Derrick White,1610612759,1628401,2019
Bryn Forbes,1610612759,1627854,2019
Dejounte Murray,1610612759,1627749,2019
Patty Mills,1610612759,201988,2019
Trey Lyles,1610612759,1626168,2019
Drew Eubanks,1610612759,1629234,2019
Marco Belinelli,1610612759,201158,2019
Lonnie Walker IV,1610612759,1629022,2019
DeMarre Carroll,1610612759,201960,2019
Chimezie Metu,1610612759,1629002,2019
Tony Snell,1610612765,203503,2019
Blake Griffin,1610612765,201933,2019
Andre Drummond,1610612765,203083,2019
Luke Kennard,1610612765,1628379,2019
Bruce Brown,1610612765,1628971,2019
Langston Galloway,1610612765,204038,2019
Derrick Rose,1610612765,201565,2019
Markieff Morris,1610612765,202693,2019
Svi Mykhailiuk,1610612765,1629004,2019
Christian Wood,1610612765,1626174,2019
Thon Maker,1610612765,1627748,2019
Tim Frazier,1610612765,204025,2019
Sekou Doumbouya,1610612765,1629635,2019
Terrance Ferguson,1610612760,1628390,2019
Danilo Gallinari,1610612760,201568,2019
Steven Adams,1610612760,203500,2019
Shai Gilgeous-Alexander,1610612760,1628983,2019
Chris Paul,1610612760,101108,2019
Nerlens Noel,1610612760,203457,2019
Dennis Schroder,1610612760,203471,2019
Abdel Nader,1610612760,1627846,2019
Darius Bazley,1610612760,1629647,2019
Deonte Burton,1610612760,1629126,2019
Devon Hall,1610612760,1628985,2019
Mike Muscala,1610612760,203488,2019
Jrue Holiday,1610612740,201950,2019
Brandon Ingram,1610612740,1627742,2019
Jahlil Okafor,1610612740,1626143,2019
JJ Redick,1610612740,200755,2019
Lonzo Ball,1610612740,1628366,2019
Jaxson Hayes,1610612740,1629637,2019
Josh Hart,1610612740,1628404,2019
E'Twaun Moore,1610612740,202734,2019
Nicolo Melli,1610612740,1629740,2019
Nickeil Alexander-Walker,1610612740,1629638,2019
Derrick Favors,1610612740,202324,2019
Frank Jackson,1610612740,1628402,2019
Kenrich Williams,1610612740,1629026,2019
Jonathan Isaac,1610612753,1628371,2019
Aaron Gordon,1610612753,203932,2019
Khem Birch,1610612753,203920,2019
Evan Fournier,1610612753,203095,2019
Markelle Fultz,1610612753,1628365,2019
Wes Iwundu,1610612753,1628411,2019
D.J. Augustin,1610612753,201571,2019
Mo Bamba,1610612753,1628964,2019
Terrence Ross,1610612753,203082,2019
Melvin Frazier Jr.,1610612753,1628982,2019
Amile Jefferson,1610612753,1628518,2019
Josh Magette,1610612753,203705,2019
OG Anunoby,1610612761,1628384,2019
Pascal Siakam,1610612761,1627783,2019
Marc Gasol,1610612761,201188,2019
Norman Powell,1610612761,1626181,2019
Fred VanVleet,1610612761,1627832,2019
Serge Ibaka,1610612761,201586,2019
Rondae Hollis-Jefferson,1610612761,1626178,2019
Terence Davis,1610612761,1629056,2019
Chris Boucher,1610612761,1628449,2019
Oshae Brissett,1610612761,1629052,2019
Malcolm Miller,1610612761,1626259,2019
Dewan Hernandez,1610612761,1629608,2019
Shamorie Ponds,1610612761,1629044,2019
Troy Brown Jr.,1610612764,1628972,2019
Rui Hachimura,1610612764,1629060,2019
Thomas Bryant,1610612764,1628418,2019
Bradley Beal,1610612764,203078,2019
Isaiah Thomas,1610612764,202738,2019
Davis Bertans,1610612764,202722,2019
Ish Smith,1610612764,202397,2019
Jordan McRae,1610612764,203895,2019
Isaac Bonga,1610612764,1629067,2019
Chris Chiozza,1610612764,1629185,2019
Ian Mahinmi,1610612764,101133,2019
Moritz Wagner,1610612764,1629021,2019
Kawhi Leonard,1610612746,202695,2019
Maurice Harkless,1610612746,203090,2019
Ivica Zubac,1610612746,1627826,2019
Paul George,1610612746,202331,2019
Patrick Beverley,1610612746,201976,2019
Lou Williams,1610612746,101150,2019
Montrezl Harrell,1610612746,1626149,2019
JaMychal Green,1610612746,203210,2019
Jerome Robinson,1610612746,1629010,2019
Terance Mann,1610612746,1629611,2019
Patrick Patterson,1610612746,202335,2019
Derrick Walton Jr.,1610612746,1628476,2019
Mfiondu Kabengele,1610612746,1629662,2019
Jaylen Brown,1610612738,1627759,2019
Jayson Tatum,1610612738,1628369,2019
Daniel Theis,1610612738,1628464,2019
Marcus Smart,1610612738,203935,2019
Kemba Walker,1610612738,202689,2019
Enes Kanter,1610612738,202683,2019
Grant Williams,1610612738,1629684,2019
Javonte Green,1610612738,1629750,2019
Brad Wanamaker,1610612738,202954,2019
Robert Williams III,1610612738,1629057,2019
Semi Ojeleye,1610612738,1628400,2019
Carsen Edwards,1610612738,1629035,2019
Vincent Poirier,1610612738,1629738,2019
Frank Ntilikina,1610612752,1628373,2019
Marcus Morris Sr.,1610612752,202694,2019
Allen Crabbe,1610612737,203459,2019
Ben McLemore,1610612745,203463,2019
P.J. Tucker,1610612745,200782,2019
Tyson Chandler,1610612745,2199,2019
James Harden,1610612745,201935,2019
Russell Westbrook,1610612745,201566,2019
Isaiah Hartenstein,1610612745,1628392,2019
Austin Rivers,1610612745,203085,2019
Gary Clark,1610612745,1629109,2019
Thabo Sefolosha,1610612745,200757,2019
Chris Clemons,1610612745,1629598,2019
Clint Capela,1610612745,203991,2019
Frank Mason,1610612749,1628412,2019
Will Barton,1610612743,203115,2019
Paul Millsap,1610612743,200794,2019
Nikola Jokic,1610612743,203999,2019
Gary Harris,1610612743,203914,2019
Jamal Murray,1610612743,1627750,2019
Jerami Grant,1610612743,203924,2019
Juancho Hernangomez,1610612743,1627823,2019
Monte Morris,1610612743,1628420,2019
Mason Plumlee,1610612743,203486,2019
Malik Beasley,1610612743,1627736,2019
Torrey Craig,1610612743,1628470,2019
Michael Porter Jr.,1610612743,1629008,2019
Wenyen Gabriel,1610612758,1629117,2019
Trey Burke,1610612755,203504,2019
Zhaire Smith,1610612755,1629015,2019
Miye Oni,1610612762,1629671,2019
Ja Morant,1610612763,1629630,2019
Rodney Hood,1610612757,203918,2019
Carmelo Anthony,1610612757,2546,2019
Hassan Whiteside,1610612757,202355,2019
CJ McCollum,1610612757,203468,2019
Damian Lillard,1610612757,203081,2019
Nassir Little,1610612757,1629642,2019
Anfernee Simons,1610612757,1629014,2019
Skal Labissiere,1610612757,1627746,2019
Kent Bazemore,1610612757,203145,2019
Moses Brown,1610612757,1629650,2019
Mario Hezonja,1610612757,1626209,2019
Jaylen Hoard,1610612757,1629658,2019
Anthony Tolliver,1610612757,201229,2019
Cheick Diallo,1610612756,1627767,2019
Rodney McGruder,1610612746,203585,2019
LaMarcus Aldridge,1610612759,200746,2019
Brook Lopez,1610612749,201572,2019
Cedi Osman,1610612739,1626224,2019
Kevin Love,1610612739,201567,2019
Tristan Thompson,1610612739,202684,2019
Collin Sexton,1610612739,1629012,2019
Darius Garland,1610612739,1629636,2019
Larry Nance Jr.,1610612739,1626204,2019
Kevin Porter Jr.,1610612739,1629645,2019
Jordan Clarkson,1610612739,203903,2019
Alfonzo McKinnie,1610612739,1628035,2019
Matthew Dellavedova,1610612739,203521,2019
Ante Zizic,1610612739,1627790,2019
Brandon Knight,1610612739,202688,2019
Marial Shayok,1610612755,1629621,2019
Al-Farouq Aminu,1610612753,202329,2019
Henry Ellenson,1610612751,1627740,2019
Timothe Luwawu-Cabarrot,1610612751,1627789,2019
Chandler Hutchison,1610612741,1628990,2019
D'Angelo Russell,1610612744,1626156,2019
Justin Patton,1610612760,1628383,2019
Kelan Martin,1610612750,1629103,2019
Sterling Brown,1610612749,1628425,2019
Cody Martin,1610612766,1628998,2019
Danuel House Jr.,1610612745,1627863,2019
Josh Richardson,1610612755,1626196,2019
Jonah Bolden,1610612755,1628413,2019
Juwan Morgan,1610612762,1629752,2019
BJ Johnson,1610612753,1629168,2019
Rodions Kurucs,1610612751,1629066,2019
CJ Miles,1610612764,101139,2019
Tremont Waters,1610612738,1629682,2019
Jaylen Nowell,1610612750,1629669,2019
Admiral Schofield,1610612764,1629678,2019
Justin Robinson,1610612764,1629620,2019
Deandre Ayton,1610612756,1629028,2019
Jordan Bone,1610612765,1629648,2019
Gary Trent Jr.,1610612757,1629018,2019
Keldon Johnson,1610612759,1629640,2019
Matt Thomas,1610612761,1629744,2019
Naz Mitrou-Long,1610612754,1628513,2019
Hamidou Diallo,1610612760,1628977,2019
Dean Wade,1610612739,1629731,2019
Ryan Broekhoff,1610612742,1629151,2019
DaQuan Jeffries,1610612758,1629610,2019
Stanton Kidd,1610612762,1629742,2019
Justin Wright-Foreman,1610612762,1629625,2019
Nikola Vucevic,1610612753,202696,2019
Tyler Cook,1610612739,1629076,2019
Zylan Cheatham,1610612740,1629597,2019
Josh Gray,1610612740,1627982,2019
Jake Layman,1610612750,1627774,2019
Brian Bowen II,1610612754,1628968,2019
JaKarr Sampson,1610612754,203960,2019
Michael Carter-Williams,1610612753,203487,2019
Jarred Vanderbilt,1610612743,1629020,2019
Charles Brown Jr.,1610612737,1629718,2019
Ryan Anderson,1610612745,201583,2019
Stanley Johnson,1610612761,1626169,2019
Daryl Macon,1610612748,1629133,2019
Kyrie Irving,1610612751,202681,2019
Caleb Martin,1610612766,1628997,2019
Zach Norvell Jr.,1610612747,1629668,2019
Edmond Sumner,1610612754,1628410,2019
Romeo Langford,1610612738,1629641,2019
Avery Bradley,1610612747,202340,2019
Kevin Huerter,1610612737,1628989,2019
John Collins,1610612737,1628381,2019
KZ Okpala,1610612748,1629644,2019
Jordan McLaughlin,1610612750,1629162,2019
Eric Gordon,1610612745,201569,2019
Damion Lee,1610612744,1627814,2019
Landry Shamet,1610612746,1629013,2019
Talen Horton-Tucker,1610612747,1629659,2019
Caris LeVert,1610612751,1627747,2019
Gordon Hayward,1610612738,202330,2019
John Konchar,1610612763,1629723,2019
Pau Gasol,1610612757,2200,2019
Jarrell Brantley,1610612762,1629714,2019
Kyle Lowry,1610612761,200768,2019
Khyri Thomas,1610612765,1629017,2019
De'Aaron Fox,1610612758,1628368,2019
Dion Waiters,1610612748,203079,2019
Otto Porter Jr.,1610612741,203490,2019
Michael Frazier,1610612745,1626187,2019
DeMarcus Cousins,1610612747,202326,2019
Zach Collins,1610612757,1628380,2019
Vlatko Cancar,1610612743,1628427,2019
Wilson Chandler,1610612751,201163,2019
Tacko Fall,1610612738,1629605,2019
Stephen Curry,1610612744,201939,2019
Patrick McCaw,1610612761,1627775,2019
Elfrid Payton,1610612752,203901,2019
Kostas Antetokounmpo,1610612747,1628961,2019
John Henson,1610612739,203089,2019
Garrison Mathews,1610612764,1629726,2019
Johnathan Motley,1610612746,1628405,2019
Jared Harper,1610612756,1629607,2019
PJ Dozier,1610612743,1628408,2019
Jalen McDaniels,1610612766,1629667,2019
Reggie Jackson,1610612765,202704,2019
Marvin Bagley III,1610612758,1628963,2019
Isaiah Roby,1610612742,1629676,2019
Anzejs Pasecniks,1610612764,1628394,2019
Jalen Jones,1610612764,1627883,2019
Haywood Highsmith,1610612755,1629312,2019
Christ Koumadje,1610612755,1629746,2019
Isaiah Miles,1610612755,1627776,2019
Isaiah Taylor,1610612761,1627819,2019
Cameron Payne,1610612761,1626166,2019
Devin Robinson,1610612761,1628421,2019
Devin Cannady,1610612751,1629962,2019
Kevin Durant,1610612751,201142,2019
CJ Massinburg,1610612751,1629747,2019
Lance Thomas,1610612751,202498,2019
C.J. Williams,1610612751,203710,2019
Gerald Green,1610612745,101123,2019
Matur Maker,1610612745,1629070,2019
Nene,1610612745,2403,2019
Shamorie Ponds,1610612745,1629044,2019
Ray Spalding,1610612745,1629034,2019
Kyle Alexander,1610612748,1629734,2019
Davon Reed,1610612748,1628432,2019
Skyler Flatten,1610612748,1629967,2019
Bubu Palo,1610612748,204215,2019
Jalen Adams,1610612740,1629824,2019
Javon Bess,1610612740,1629715,2019
Kavell Bigby-Williams,1610612740,1628448,2019
Darius Miller,1610612740,203121,2019
Zion Williamson,1610612740,1629627,2019
Reggie Bullock,1610612752,203493,2019
V.J. King,1610612752,1629722,2019
Lamar Peters,1610612752,1629777,2019
Kenny Wooten,1610612752,1629624,2019
Bennie Boatwright,1610612763,1629594,2019
Andre Iguodala,1610612763,2738,2019
Josh Jackson,1610612763,1628367,2019
Miles Plumlee,1610612763,203101,2019
Ivan Rabb,1610612763,1628397,2019
Quinndary Weatherspoon,1610612759,1629683,2019
Luka Samanic,1610612759,1629677,2019
Daulton Hommes,1610612759,1629756,2019
Devontae Cacok,1610612747,1629719,2019
Demetrius Jackson,1610612747,1627743,2019
Marcus Allen,1610612747,1629305,2019
Andrew Harrison,1610612744,1626150,2019
Kavion Pippen,1610612744,1629800,2019
Juan Toscano-Anderson,1610612744,1629308,2019
Alfonzo McKinnie,1610612744,1628035,2019
Alen Smailagic,1610612744,1629346,2019
Klay Thompson,1610612744,202691,2019
Keljin Blevins,1610612757,1629833,2019
Troy Caupain,1610612757,1628505,2019
London Perrantes,1610612757,1628506,2019
Jusuf Nurkic,1610612757,203994,2019
Tyler Zeller,1610612743,203092,2019
Bol Bol,1610612743,1629626,2019
Josh Reaves,1610612742,1629729,2019
Antonius Cleveland,1610612742,1628499,2019
Amir Coffey,1610612746,1629599,2019
Donte Grantham,1610612746,1629055,2019
B.J. Taylor,1610612746,1629806,2019
Tahjere McCall,1610612737,1628769,2019
Armoni Brooks,1610612737,1629717,2019
Marcus Derrickson,1610612737,1629094,2019
Jordan Sibert,1610612737,1626296,2019
Justin Simon,1610612741,1629779,2019
Milton Doyle,1610612741,1628495,2019
Adam Mokoka,1610612741,1629690,2019
Cristiano Felicio,1610612741,1626245,2019
Simisola Shittu,1610612741,1629679,2019
Tyrone Wallace,1610612750,1627820,2019
Tyus Battle,1610612750,1628967,2019
Barry Brown,1610612750,1629956,2019
Cameron Reynolds,1610612749,1629244,2019
Rayjon Tucker,1610612749,1629730,2019
Jon Davis,1610612753,1629860,2019
Isaac Humphries,1610612753,1629353,2019
DaQuan Jeffries,1610612753,1629610,2019
Vic Law,1610612753,1629724,2019
Joe Johnson,1610612765,2207,2019
Todd Withers,1610612765,1629270,2019
Donta Hall,1610612765,1629743,2019
Louis King,1610612765,1629663,2019
Kobi Simmons,1610612766,1628424,2019
Robert Franks,1610612766,1629606,2019
Ahmed Hill,1610612766,1629759,2019
Jaron Blossomgame,1610612745,1628417,2019
Jarrod Uthoff,1610612763,1627784,2019
Abdul Gaddy,1610612760,203583,2019
Luguentz Dort,1610612760,1629652,2019
DeVaughn Akoon-Purcell,1610612760,1629152,2019
Myke Henry,1610612760,1627988,2019
Eric Moreland,1610612760,203961,2019
Andre Roberson,1610612760,203460,2019
Kyle Collinsworth,1610612762,1627858,2019
William Howard,1610612762,1629739,2019
Reggie Hearn,1610612747,203687,2019
Amida Brimah,1610612754,1628578,2019
Walt Lemon Jr.,1610612754,1627215,2019
Victor Oladipo,1610612754,203506,2019
C.J. Wilcox,1610612754,203912,2019
Max Strus,1610612738,1629622,2019
Kaiser Gates,1610612738,1629232,2019
Yante Maten,1610612738,1628999,2019
Jarell Martin,1610612739,1626185,2019
Marques Bolden,1610612739,1629716,2019
Sindarius Thornwell,1610612739,1628414,2019
Timothe Luwawu-Cabarrot,1610612739,1627789,2019
Daniel Hamilton,1610612739,1627772,2019
J.P. Macura,1610612739,1629122,2019
Dylan Windler,1610612739,1629685,2019
Jeremiah Martin,1610612748,1629725,2019
Mychal Mulder,1610612748,1628539,2019
Dusty Hannahs,1610612763,1628605,2019
Dakota Mathias,1610612742,1629751,2019
Aric Holman,1610612742,1629689,2019
Tyler Lydon,1610612758,1628399,2019
Hollis Thompson,1610612758,203138,2019
Tyler Ulis,1610612758,1627755,2019
Tyler Cook,1610612743,1629076,2019
Jalen Lecque,1610612756,1629665,2019
Norense Odiase,1610612756,1629826,2019
David Kramer,1610612756,1629749,2019
Tariq Owens,1610612756,1629745,2019
David Stockton,1610612747,204065,2019
Dedric Lawson,1610612759,1629664,2019
Perrion Callandret,1610612741,1629825,2019
Sagaba Konate,1610612761,1628996,2019
Jaylen Adams,1610612749,1629121,2019
Luke Maye,1610612749,1629612,2019
Justin Anderson,1610612764,1626147,2019
Phil Booth,1610612764,1629595,2019
Jemerrio Jones,1610612764,1629203,2019
John Wall,1610612764,202322,2019
Deng Adel,1610612751,1629061,2019
John Egbunu,1610612751,1629786,2019
Josh Perkins,1610612766,1629616,2019
Joe Chealey,1610612766,1629147,2019
Amir Hinton,1610612752,1629609,2019
Trevon Bluiett,1610612762,1629129,2019
Yudai Baba,1610612742,1629819,2019
Isaiah Pineiro,1610612758,1629753,2019
Eric Mika,1610612758,1628450,2019
Jordan Murphy,1610612750,1629818,2019
Lindell Wigginton,1610612750,1629623,2019
James Palmer Jr.,1610612746,1629615,2019
Terry Larrier,1610612746,1629097,2019
Thomas Welsh,1610612766,1629118,2019
Anthony Bennett,1610612745,203461,2019
Ray Spalding,1610612737,1629034,2019
Devyn Marble,1610612744,203906,2019
Hassani Gravett,1610612753,1629755,2019
JaKeenan Gant,1610612754,1629721,2019
Kawhi Leonard,1610612761,202695,2018
Pascal Siakam,1610612761,1627783,2018
Marc Gasol,1610612761,201188,2018
Danny Green,1610612761,201980,2018
Kyle Lowry,1610612761,200768,2018
Fred VanVleet,1610612761,1627832,2018
Serge Ibaka,1610612761,201586,2018
Norman Powell,1610612761,1626181,2018
OG Anunoby,1610612761,1628384,2018
Jeremy Lin,1610612761,202391,2018
Patrick McCaw,1610612761,1627775,2018
Jodie Meeks,1610612761,201975,2018
Malcolm Miller,1610612761,1626259,2018
Andre Iguodala,1610612744,2738,2018
Draymond Green,1610612744,203110,2018
Kevon Looney,1610612744,1626172,2018
Klay Thompson,1610612744,202691,2018
Stephen Curry,1610612744,201939,2018
Andrew Bogut,1610612744,101106,2018
Alfonzo McKinnie,1610612744,1628035,2018
DeMarcus Cousins,1610612744,202326,2018
Quinn Cook,1610612744,1626188,2018
Shaun Livingston,1610612744,2733,2018
Jonas Jerebko,1610612744,201973,2018
Jordan Bell,1610612744,1628395,2018
Jacob Evans,1610612744,1628980,2018
Kevin Durant,1610612744,201142,2018
Chris Boucher,1610612761,1628449,2018
Eric Moreland,1610612761,203961,2018
Damian Jones,1610612744,1627745,2018
Khris Middleton,1610612749,203114,2018
Giannis Antetokounmpo,1610612749,203507,2018
Brook Lopez,1610612749,201572,2018
Malcolm Brogdon,1610612749,1627763,2018
Eric Bledsoe,1610612749,202339,2018
George Hill,1610612749,201588,2018
Ersan Ilyasova,1610612749,101141,2018
Pat Connaughton,1610612749,1626192,2018
Sterling Brown,1610612749,1628425,2018
Tim Frazier,1610612749,204025,2018
Nikola Mirotic,1610612749,202703,2018
Tony Snell,1610612749,203503,2018
D.J. Wilson,1610612749,1628391,2018
Maurice Harkless,1610612757,203090,2018
Al-Farouq Aminu,1610612757,202329,2018
Meyers Leonard,1610612757,203086,2018
CJ McCollum,1610612757,203468,2018
Damian Lillard,1610612757,203081,2018
Rodney Hood,1610612757,203918,2018
Zach Collins,1610612757,1628380,2018
Seth Curry,1610612757,203552,2018
Enes Kanter,1610612757,202683,2018
Evan Turner,1610612757,202323,2018
Skal Labissiere,1610612757,1627746,2018
Jake Layman,1610612757,1627774,2018
